9г,Кривощаповa Каллисфения Савватиевна
I
Темляков Безсон Меирович,М,2008.06.28,+7(986)309-55-03,+7(941)865-11-65
Сыроделова Феодула Присковна,Ж,2008.10.17,+7(999)037-69-78,+7(568)785-58-17
Вологжанина Вероника Фидельевна,Ж,2008.06.07,+7(513)331-05-61,+7(755)343-84-05
Зачесломский Самуил Арамович,М,2008.05.18,+7(971)895-84-37,+7(931)845-34-94
Сивухин Андроник Егорович,М,2008.06.07,+7(199)794-36-06,+7(987)459-31-83
Аржавитинова Селена Демьяновна,Ж,2008.02.12,+7(130)947-78-14,+7(970)994-46-01
Ярцев Малик Исаакович,М,2008.07.09,+7(033)908-09-00,+7(111)591-38-84
Байгушкин Поликрат Месропович,М,2008.10.23,+7(698)589-16-41,+7(031)859-10-18
Иванчихин Рагнар Пантелеймонович,М,2008.04.13,+7(130)635-00-15,+7(618)386-37-51
Урсула Эмилия Руфиновна,Ж,2008.06.16,+7(310)061-37-97,+7(069)088-85-48
Кубышка Лукий Миронович,М,2008.03.01,+7(316)771-90-19,+7(400)633-90-63
II
Бессалов Сергей Урызмагович,М,2008.03.31,+7(466)960-09-88,+7(811)031-71-66
Верховской Евстафий Эллиотович,М,2008.03.09,+7(616)371-78-66,+7(533)183-48-68
Петровчука Габриэлла Айдаровна,Ж,2008.10.07,+7(467)315-61-14,+7(795)490-05-05
Лавочникова Римма Квинтовна,Ж,2008.12.17,+7(536)773-37-17,+7(484)331-78-91
Пожара Вета Вигговна,Ж,2008.06.08,+7(061)589-59-79,+7(141)563-39-79
Курляева Элеонора Иоакимовна,Ж,2008.09.17,+7(344)006-13-88,+7(094)984-98-55
Ледяйкина Ксаверта Викентьевна,Ж,2008.11.04,+7(751)166-18-15,+7(765)583-45-17
Пескин Микулаш Ярополкович,М,2008.04.07,+7(943)414-99-39,+7(859)009-38-06
Подкользина Федосья Ерофеевна,Ж,2008.06.19,+7(091)377-81-14,+7(465)730-00-30
Путилина Русана Олафовна,Ж,2008.01.14,+7(365)388-76-75,+7(573)518-06-75
Фадейчева Секлетея Агафангеловна,Ж,2008.10.01,+7(889)031-60-48,+7(963)970-53-46
Фолонина Вера Абидовна,Ж,2008.06.26,+7(637)733-50-30,+7(147)861-80-65
Ниязова Наталья Гоаровна,Ж,2008.02.27,+7(343)153-48-01,+7(684)455-68-60
