11б,Днепровская Кикилия Касьяновна
I
Романко Препедигна Гаспаровна,Ж,2006.07.25,+7(713)609-61-50,+7(479)615-54-97
Свилев Влас Кратиппович,М,2006.10.09,+7(845)679-04-70,+7(790)735-17-85
Кокуркин Натан Захарияович,М,2006.07.23,+7(390)771-50-10,+7(337)783-74-79
Сергунова Розамунда Аверкиевна,Ж,2006.08.08,+7(647)506-35-05,+7(605)568-85-44
Познухова Жанна Альфонсовна,Ж,2006.05.07,+7(861)750-03-00,+7(399)888-94-97
Тамарова Филонилла Яниевна,Ж,2006.06.30,+7(847)715-47-81,+7(750)699-69-71
Коваленко Федериго Сильвестрович,М,2006.05.05,+7(557)115-71-45,+7(906)099-14-98
Рыбака Эдда Шамильевна,Ж,2006.03.26,+7(458)495-06-93,+7(563)907-71-78
Свинухин Франческо Хуанович,М,2006.03.07,+7(551)084-80-51,+7(451)353-50-13
Ульянчик Жером Андреевич,М,2006.01.14,+7(765)917-85-87,+7(935)571-74-04
Секунов Джан Хаймеович,М,2006.12.28,+7(680)474-49-99,+7(910)565-40-03
Пашкеева Артемида Садиковна,Ж,2006.06.13,+7(613)986-61-96,+7(003)857-00-41
II
Воейковыха Доля Антиповна,Ж,2006.03.12,+7(796)389-39-13,+7(700)996-98-95
Грузинцева Иоланта Варнавовна,Ж,2006.08.22,+7(538)497-77-77,+7(387)446-45-47
Чернухина Камилла Гьялценовна,Ж,2006.01.02,+7(590)406-51-87,+7(809)891-15-78
Сергунчиков Ермолай Тьягович,М,2006.08.09,+7(997)088-89-63,+7(370)011-97-68
Мазырин Джохар Назарович,М,2006.02.28,+7(544)514-56-70,+7(599)761-34-53
Карташевский Автоном Макарович,М,2006.08.12,+7(005)080-07-10,+7(437)975-84-19
Столбов Ербол Ярославович,М,2006.05.03,+7(647)047-16-18,+7(116)694-81-80
Рогатый Авдей Младанович,М,2006.06.09,+7(798)644-11-76,+7(854)704-78-75
Парусникова Святослава Рашадовна,Ж,2007.01.03,+7(197)690-55-83,+7(698)457-33-10
Рухин Захария Игорьевич,М,2006.12.24,+7(584)883-56-77,+7(639)397-40-91
Осьминкин Ангеляр Разумникович,М,2006.04.13,+7(730)978-60-89,+7(533)336-73-36
Бахматов Фейсал Бонавентураович,М,2006.09.19,+7(961)900-46-11,+7(661)719-11-95
