9б,Боташевa Азелла Леонхардовна
I
Федешов Илмари Гайович,М,2008.06.18,+7(354)316-74-73,+7(386)347-33-87
Пажитнов Агриппа Ибрахимович,М,2008.09.08,+7(330)871-35-58,+7(191)377-09-80
Черномора Нада Савиновна,Ж,2008.04.07,+7(896)639-86-18,+7(646)488-10-74
Скоробогача Агарь Гуговна,Ж,2008.04.01,+7(081)461-67-70,+7(576)148-00-01
Ванникова Анисья Рамазановна,Ж,2008.04.24,+7(735)513-76-49,+7(353)944-01-90
Самотина Радана Криспиновна,Ж,2008.08.20,+7(679)304-73-51,+7(779)658-63-89
Серебреникова Евпраксия Мефодьевна,Ж,2008.08.15,+7(733)605-65-94,+7(753)171-45-99
Андрейкин Тигран Тутмосович,М,2008.03.30,+7(517)433-18-91,+7(786)660-77-51
Васильченова Еликонида Энриковна,Ж,2008.02.18,+7(906)870-50-95,+7(344)019-38-74
Сызранкин Джаббар Менахем-Мендельевич,М,2008.04.20,+7(970)975-15-39,+7(953)539-47-83
Алымов Матиас Роменович,М,2008.12.18,+7(045)813-33-40,+7(803)648-95-33
Скворцова Целестина Каллистратовна,Ж,2008.05.04,+7(983)140-86-96,+7(600)671-57-44
II
Захарьев Никандр Юлиевич,М,2008.07.06,+7(073)838-98-63,+7(148)501-78-33
Самолюка Ксанфиппа Валерьяновна,Ж,2008.07.17,+7(979)830-71-56,+7(903)753-38-64
Лесунов Реститут Тавусович,М,2008.01.25,+7(470)536-10-69,+7(378)783-58-86
Захарычева Эльмира Панкратьевна,Ж,2008.03.08,+7(613)453-86-71,+7(154)140-77-30
Поздеев Григорий Евтиханович,М,2008.10.24,+7(158)990-78-47,+7(145)730-68-33
Богданин Садик Савватьевич,М,2008.04.30,+7(703)747-86-18,+7(936)008-77-73
Савиных Рушан Имранович,М,2008.03.12,+7(507)711-34-41,+7(174)317-46-86
Арищев Ашот Шарльевич,М,2008.06.07,+7(985)810-75-16,+7(675)566-39-67
Зайчихин Файзулла Аланусович,М,2008.02.11,+7(678)634-78-70,+7(063)840-19-14
Бадашкин Беньямин Микаович,М,2008.10.06,+7(464)084-77-78,+7(639)511-05-15
Брянчининов Дорофей Феофанович,М,2009.01.11,+7(638)079-07-96,+7(351)396-89-63
Соловейчик Косьма Луциевич,М,2008.02.14,+7(355)717-53-19,+7(436)398-51-00
