5б,Степчевa Агафоника Лавсовна
I
Курилина Анфима Шоновна,Ж,2012.01.19,+7(013)558-50-34,+7(757)968-56-13
Егунов Юлиус Розариович,М,2012.01.28,+7(770)745-11-67,+7(687)159-10-50
Фавстов Исидор Хрисанфович,М,2012.08.25,+7(436)890-16-16,+7(711)858-50-55
Погодаев Агафангел Гейдарович,М,2012.03.31,+7(997)946-66-01,+7(161)694-99-81
Саксонова Эльвира Кратипповна,Ж,2012.11.11,+7(385)538-44-95,+7(380)130-17-50
Слободской Назар Олафович,М,2012.02.29,+7(610)370-67-67,+7(643)167-19-44
Акимочева Кристина Аликовна,Ж,2012.03.03,+7(374)988-30-65,+7(968)069-71-19
Греховодова Иоанна Лазаревна,Ж,2012.08.07,+7(683)401-41-58,+7(083)970-71-06
Костенюк Бронислав Бенович,М,2012.11.12,+7(874)996-68-79,+7(748)675-46-11
Гребельский Хосрой Секундович,М,2012.04.20,+7(580)167-37-43,+7(646)075-14-67
Зотина Констанция Мэлоровна,Ж,2012.05.21,+7(751)908-01-17,+7(055)844-75-53
II
Шипина Фавста Гелиевна,Ж,2012.10.03,+7(460)447-75-41,+7(104)641-86-35
Сухирина Тина Децимовна,Ж,2013.02.02,+7(157)075-63-05,+7(509)804-50-19
Гринин Адольф Африканович,М,2013.01.14,+7(003)311-91-01,+7(388)558-19-76
Рассохина Кристина Чеславовна,Ж,2012.11.30,+7(470)470-66-65,+7(454)991-04-91
Судьбина Валентина Альфредовна,Ж,2012.07.11,+7(405)531-96-19,+7(909)351-49-65
Авдошин Хасан Аверкиевич,М,2012.08.30,+7(974)809-81-41,+7(019)681-53-96
Асанова Эльвира Воиславовна,Ж,2012.10.02,+7(755)850-65-91,+7(180)004-87-58
Ягода Виссарион Христофорович,М,2012.01.12,+7(367)996-55-64,+7(677)595-97-91
Бондин Иоганн Ольгердович,М,2012.12.25,+7(667)640-47-09,+7(565)779-83-45
Самуилов Ростислав Айварсович,М,2012.05.18,+7(850)999-89-91,+7(503)660-46-56
Козелло Ермак Мануэльевич,М,2012.04.14,+7(889)786-76-76,+7(360)759-50-73
Ершаков Зигмунд Септимьевич,М,2012.03.17,+7(699)760-60-85,+7(071)994-56-16
