2б,Амеличев Ландульф Альбинович
I
Векшин Елеазар Геласьевич,М,2015.04.15,+7(453)640-43-68,+7(853)093-48-94
Нухимовича Фанни Аланусовна,Ж,2015.01.26,+7(039)315-87-36,+7(479)417-07-95
Халдеева Хильда Аристоновна,Ж,2015.02.01,+7(309)848-36-96,+7(903)733-70-67
Полейчук Еврит Курбанович,М,2015.06.14,+7(768)913-69-95,+7(748)479-43-40
Цехмистрова Манефа Демьяновна,Ж,2015.05.14,+7(611)031-77-08,+7(874)131-75-07
Грабарев Осман Анасович,М,2015.12.20,+7(749)959-80-43,+7(346)507-18-95
Сиволобов Басир Насифович,М,2015.06.09,+7(363)637-01-93,+7(153)473-19-68
Нехорошков Соломон Афанасьевич,М,2015.05.29,+7(343)764-51-88,+7(730)033-64-54
Уварина Василла Рушановна,Ж,2015.08.31,+7(757)060-53-16,+7(618)887-03-06
Демидас Леви Вениаминович,М,2015.11.02,+7(156)544-98-63,+7(754)545-14-99
Невзрачеева Евстафия Илияовна,Ж,2015.12.08,+7(560)945-55-64,+7(694)915-84-59
Тарараина Клементина Мэлсовна,Ж,2016.01.24,+7(354)108-97-34,+7(030)577-70-37
II
Важин Венансио Давидович,М,2016.01.16,+7(000)138-53-61,+7(655)415-36-33
Краснопояса Джафара Беновна,Ж,2015.11.03,+7(995)373-56-48,+7(853)934-95-36
Карпушин Кратипп Степанович,М,2015.05.06,+7(610)915-63-85,+7(681)408-17-49
Ковырина Шарлотта Секундовна,Ж,2015.01.30,+7(083)169-15-00,+7(471)885-35-59
Щебнев Гийом Альбертович,М,2015.03.19,+7(070)777-87-39,+7(819)417-30-01
Голубин Венцеслав Епифаньевич,М,2015.05.26,+7(076)646-36-35,+7(050)480-98-77
Заев Вангьял Потапович,М,2015.10.24,+7(943)836-37-55,+7(857)354-65-54
Балахонкина Федотия Соломоновна,Ж,2015.01.24,+7(086)890-15-41,+7(448)955-36-80
Скуратович Вигго Игорьевич,М,2015.10.07,+7(930)067-39-66,+7(506)574-53-90
Полевая Домитилла Алматовна,Ж,2015.02.03,+7(876)700-15-13,+7(951)066-65-36
Ивахин Карен Савватьевич,М,2015.11.12,+7(197)416-66-64,+7(991)197-14-15
