6а,Бархоткин Октавий Бертович
I
Ягодницын Ной Иракльевич,М,2011.05.10,+7(190)367-13-93,+7(488)158-58-38
Пленкина Лора Давидовна,Ж,2011.04.13,+7(309)959-00-69,+7(444)085-49-88
Силаев Дино Тихонович,М,2011.07.05,+7(907)653-85-08,+7(973)666-51-84
Аглинцев Авнер Евсеевич,М,2011.11.09,+7(041)848-76-07,+7(751)943-39-43
Левчука Любомила Мстиславовна,Ж,2011.03.13,+7(130)867-70-08,+7(560)581-84-10
Бычков Родион Филипович,М,2011.05.20,+7(145)177-43-08,+7(891)787-31-84
Асина Улдуза Арамовна,Ж,2011.06.27,+7(719)456-00-79,+7(587)536-94-36
Каталыгина Вита Крисовна,Ж,2011.03.13,+7(359)398-31-14,+7(108)767-35-39
Браслетов Кальман Клаасович,М,2011.02.19,+7(537)439-94-79,+7(968)687-48-08
Ревнивый Наум Икримаович,М,2011.09.03,+7(433)086-09-11,+7(045)711-53-96
Вариводаа Катарина Кирилловна,Ж,2011.05.23,+7(117)737-58-73,+7(371)749-13-67
II
Скорына Рогнеда Наильевна,Ж,2011.12.17,+7(114)037-08-99,+7(747)998-95-33
Сахар Эллиот Аристархович,М,2011.11.11,+7(087)700-94-84,+7(635)884-33-86
Баринов Джованни Серапионович,М,2011.09.19,+7(040)436-96-90,+7(663)557-04-39
Кречетова Альфия Германовна,Ж,2011.07.03,+7(130)164-58-00,+7(067)837-99-74
Балякин Христофор Рагнарович,М,2011.08.31,+7(466)073-47-34,+7(907)164-07-44
Звержховский Эрнст Стефанович,М,2011.05.19,+7(431)613-19-49,+7(818)906-88-70
Базылевич Мордехай Савельевич,М,2011.10.11,+7(857)059-16-30,+7(506)953-51-03
Балабайкина Дамира Алановна,Ж,2011.05.23,+7(785)430-17-64,+7(011)475-46-39
Журавкова Гульнара Софроновна,Ж,2011.04.15,+7(574)186-31-73,+7(714)031-64-97
Илларионова Евпраксия Юлиановна,Ж,2011.08.08,+7(015)373-89-13,+7(583)469-95-50
Скурятин Александр Аристархович,М,2011.07.25,+7(051)137-65-49,+7(769)984-19-58
Чамин Кассиан Рагнарович,М,2011.08.31,+7(100)344-64-35,+7(731)156-76-56
