8г,Галикарнакская Марина Конрадовна
I
Утин Пабло Воиславович,М,2009.04.07,+7(848)715-08-81,+7(490)457-87-60
Тарарукин Егор Касторьевич,М,2009.04.07,+7(045)194-36-09,+7(067)488-81-64
Фермова Евстафия Эллиотовна,Ж,2009.01.07,+7(501)713-17-11,+7(494)453-13-53
Волошенинова Нила Ольгердовна,Ж,2009.07.01,+7(003)484-90-64,+7(804)393-76-30
Якушенко Аарон Хансович,М,2009.03.26,+7(680)406-41-33,+7(038)315-44-81
Манухов Доминик Аббасович,М,2009.07.06,+7(349)877-98-50,+7(060)190-51-14
Язиков Лазарь Валентинович,М,2009.05.06,+7(194)063-83-67,+7(385)509-57-18
Полканова Зара Брониславовна,Ж,2010.01.16,+7(963)395-58-75,+7(063)568-00-03
Немков Аботур Каренович,М,2009.02.07,+7(385)639-80-38,+7(565)815-34-41
Веселых Павсикакий Месропович,М,2009.09.11,+7(514)081-03-08,+7(648)133-10-70
Аксянова Авдотья Атомовна,Ж,2009.09.04,+7(865)376-76-96,+7(646)810-54-01
Гречановская Радмила Ронановна,Ж,2009.03.27,+7(106)344-10-00,+7(673)647-41-38
II
Овсеев Адиль Арифович,М,2009.04.27,+7(050)545-44-03,+7(986)001-49-13
Скобеева Василия Яромировна,Ж,2009.11.26,+7(459)678-05-94,+7(605)959-03-35
Сударикова Гликерия Вуковна,Ж,2009.10.07,+7(137)086-15-61,+7(104)938-39-80
Кулиш Луций Бертович,М,2009.11.16,+7(346)616-44-56,+7(033)886-43-84
Стрелова Вивиана Джаббаровна,Ж,2009.12.08,+7(057)983-00-83,+7(941)149-15-60
Сивоволов Лампрехт Ефремович,М,2010.01.04,+7(847)049-41-97,+7(034)747-07-59
Эфроимовича Дионисия Арефовна,Ж,2009.01.10,+7(077)004-05-41,+7(369)475-96-17
Кудишина Феозва Рамадановна,Ж,2009.05.23,+7(370)171-18-38,+7(703)404-47-54
Зернов Герасим Полович,М,2009.10.09,+7(817)693-74-48,+7(693)934-31-80
Киленский Рудольф Геронтьевич,М,2009.07.25,+7(610)953-88-55,+7(961)597-54-84
Сочнев Томоми Станиславович,М,2009.04.04,+7(736)137-04-90,+7(004)319-17-94
Замошкина Венера Донатовна,Ж,2009.04.22,+7(609)887-59-45,+7(756)090-17-33
Сохаа Милютина Христофоровна,Ж,2009.11.25,+7(339)376-90-31,+7(649)488-60-61
