10б,Подлекаревa Флорентина Золтановна
I
Плотцына Диодора Джановна,Ж,2007.12.05,+7(349)730-08-75,+7(864)547-13-35
Базарнов Рудольф Альбинович,М,2007.07.05,+7(549)009-53-03,+7(086)018-35-54
Семеновский Хуан Курбанович,М,2007.09.03,+7(663)004-04-45,+7(310)945-01-43
Гогунов Герхард Вячеславович,М,2007.01.20,+7(771)414-46-01,+7(740)417-38-66
Вольный Максим Джованниевич,М,2007.04.16,+7(703)101-19-16,+7(193)778-58-06
Фраткина Тамара Элбэгдоржовна,Ж,2007.09.15,+7(573)074-79-74,+7(049)739-57-35
Кропоткин Конрад Шонович,М,2007.05.02,+7(051)767-55-66,+7(567)516-77-87
Грицаенко Евлалия Витовна,Ж,2007.12.16,+7(031)186-89-33,+7(694)193-86-69
Галченкова Адолия Венансиовна,Ж,2007.02.19,+7(114)335-39-83,+7(407)983-03-08
Темирязева Дана Малховна,Ж,2007.10.04,+7(593)733-36-97,+7(961)905-69-16
Евтеев Отто Панкратьевич,М,2007.02.23,+7(674)753-09-19,+7(595)449-05-15
Рочегов Евтихий Ибрагимович,М,2007.03.13,+7(184)957-78-47,+7(778)515-93-88
II
Заборов Феофилакт Арсеньевич,М,2007.04.21,+7(447)617-11-66,+7(576)133-15-90
Бабицын Фирс Тиберьевич,М,2007.08.28,+7(313)001-96-10,+7(157)374-58-14
Баркашева Камилла Аверкиевна,Ж,2007.01.21,+7(761)685-35-04,+7(644)778-75-16
Сегал Ерванд Никодимович,М,2007.02.12,+7(886)150-81-31,+7(579)631-73-97
Палеев Андокид Пипинович,М,2007.12.13,+7(156)108-97-76,+7(057)643-37-15
Манчев Теофил Зеэвович,М,2007.01.14,+7(439)358-93-64,+7(546)305-61-38
Парфенин Исидор Нурланович,М,2007.11.11,+7(810)175-90-40,+7(901)893-48-74
Слепнева Дея Кутлуг-Буговна,Ж,2007.08.19,+7(534)916-86-79,+7(497)451-03-47
Аникушин Полиевкт Тихонович,М,2007.02.01,+7(687)855-44-51,+7(158)001-63-77
Каломийцев Африкан Матфеевич,М,2007.03.02,+7(570)061-33-17,+7(391)741-65-11
Степакин Еврит Самуилович,М,2007.09.09,+7(764)064-37-14,+7(911)915-89-87
