3б,Феденко Фессалоникия Эразмовна
I
Тинаева Розмари Воиславовна,Ж,2014.01.01,+7(473)137-03-55,+7(163)535-59-50
Обинякова Вера Адриановна,Ж,2014.08.06,+7(705)373-17-70,+7(663)441-30-65
Федюхина Азелла Феофилактовна,Ж,2014.01.18,+7(979)868-70-37,+7(634)106-33-34
Челюсткин Ерванд Мартынович,М,2014.07.07,+7(590)640-56-43,+7(346)539-78-88
Каврайский Джамиль Ермакович,М,2015.01.12,+7(100)718-79-05,+7(449)374-07-93
Боткин Акоп Филиппович,М,2014.08.06,+7(303)718-81-70,+7(970)796-03-69
Демидасьа Полактия Нацагдоржовна,Ж,2014.02.15,+7(133)198-80-43,+7(535)959-41-31
Москвина Феодора Асафовна,Ж,2014.11.13,+7(706)394-35-14,+7(613)101-06-97
Шароватов Демьян Фавстович,М,2014.11.24,+7(604)947-38-47,+7(835)693-10-84
Ольховский Карп Илларионович,М,2014.04.16,+7(140)896-51-60,+7(575)108-86-85
Сусарин Алишер Ахиллович,М,2014.06.25,+7(435)144-56-47,+7(946)316-70-93
II
Колесников Велвел Демидович,М,2014.09.24,+7(836)107-10-46,+7(596)911-59-11
Ящерицын Предраг Пантелеймонович,М,2014.02.11,+7(149)181-03-53,+7(576)017-30-35
Зубцов Юлиус Хаймеович,М,2014.10.10,+7(508)686-81-78,+7(183)183-35-94
Красношеев Воислав Малхович,М,2014.04.20,+7(095)741-41-16,+7(491)773-00-14
Парфенчикова Вевея Варнавовна,Ж,2014.05.01,+7(985)801-11-10,+7(737)736-98-97
Самосенко Белла Мурадовна,Ж,2014.07.08,+7(709)651-47-04,+7(398)167-71-48
Андрюшин Гафур Кассьевич,М,2014.07.29,+7(399)545-73-69,+7(470)534-61-80
Федорякин Борис Елисеевич,М,2014.01.04,+7(350)159-74-60,+7(931)003-91-00
Бронин Гьялцен Гаспарович,М,2014.09.13,+7(647)356-83-10,+7(763)750-10-50
Хлюстина Валия Куприяновна,Ж,2014.11.23,+7(687)171-54-96,+7(558)309-73-78
Агеев Иржи Ермакович,М,2014.09.15,+7(334)754-17-95,+7(895)659-58-39
Чулимов Иакинф Агафодорович,М,2014.01.05,+7(656)547-18-84,+7(449)665-45-51
Бадашова Марселина Иродионовна,Ж,2014.06.13,+7(760)739-57-77,+7(601)144-19-89
